Date,Time,GHI,GTI,TEMP,PVOUT,WS,WD,RH,PREC,AP,PWAT,SWE
01.12.2019,07:07,182,192,22.3,7463.53,4.5,338,84.9,0,999.2,40,581.11
01.12.2019,07:22,239,257,22.6,10237.608,4.5,339,83.8,0,999,39.6,581.11
01.12.2019,07:37,308,329,22.9,13447.643,4.5,341,82.6,0,998.8,39.3,581.11
01.12.2019,07:52,317,336,23.2,13831.06,4.4,343,81.4,0,998.7,39.1,581.11
01.12.2019,08:07,417,445,23.5,18464.328,4.4,344,80.3,0,998.5,39,581.11
01.12.2019,08:22,461,495,23.8,20615.936,4.6,348,79,0,998.5,38.7,581.11
01.12.2019,08:37,521,558,24.1,23174.258,4.7,351,77.7,0,998.5,38.5,581.11
01.12.2019,08:52,557,596,24.4,24745.295,4.9,354,76.4,0,998.5,38.2,581.11
01.12.2019,09:07,527,557,24.7,23101.967,5,357,75.1,0,998.5,38,581.11
01.12.2019,09:22,495,516,24.9,21413.184,5,0,74.2,0,998.5,37.9,581.11
01.12.2019,09:37,558,588,25.1,24288.98,5,3,73.4,0,998.5,37.9,581.11
01.12.2019,09:52,618,651,25.3,26797.836,5.1,7,72.6,0,998.5,37.9,581.11
01.12.2019,10:07,631,666,25.5,27352.328,5.1,10,71.8,0,998.5,38,581.11
01.12.2019,10:22,694,733,25.6,29944.539,5.1,13,71.7,0,998.5,38.1,581.11
01.12.2019,10:37,673,711,25.8,29026.949,5.2,16,71.5,0,998.5,38.3,581.11
01.12.2019,10:52,538,567,25.9,23435.924,5.3,18,71.4,0,998.5,38.5,581.11
01.12.2019,11:07,654,696,26,28497.955,5.4,21,71.3,0,998.5,38.7,581.11
01.12.2019,11:22,784,836,26,33775.086,5.9,24,71.7,0,998.4,39.1,581.11
01.12.2019,11:37,814,871,26,35089.43,6.4,26,72.1,0,998.3,39.5,581.11
01.12.2019,11:52,816,873,26,35186.344,6.9,27,72.5,0,998.3,39.9,581.11
01.12.2019,12:07,817,879,26,35398.715,7.4,29,72.9,0,998.2,40.2,581.11
01.12.2019,12:22,809,868,26,34996.324,7.6,30,73.1,0,998,40.3,581.11
01.12.2019,12:37,729,780,25.9,31711.111,7.7,32,73.4,0,997.8,40.4,581.11
01.12.2019,12:52,716,767,25.9,31223.23,7.9,33,73.6,0,997.7,40.4,581.11
01.12.2019,13:07,711,763,25.9,31127.555,8.1,34,73.8,0,997.5,40.4,581.11
01.12.2019,13:22,694,747,25.8,30520.289,7.9,34,74,0,997.2,40.4,581.11
01.12.2019,13:37,659,711,25.7,29174.844,7.8,34,74.1,0,996.9,40.3,581.11
01.12.2019,13:52,633,683,25.6,28091.855,7.6,33,74.2,0,996.7,40.2,581.11
01.12.2019,14:07,563,609,25.6,25158.324,7.5,33,74.3,0,996.4,40.1,581.11
01.12.2019,14:22,541,587,25.5,24256.736,7.3,33,74.6,0,996.4,39.8,581.11
01.12.2019,14:37,479,521,25.4,21559.771,7,33,74.8,0,996.3,39.6,581.11
01.12.2019,14:52,444,481,25.3,19875.396,6.8,33,75,0,996.3,39.4,581.11
01.12.2019,15:07,362,392,25.2,16120.75,6.5,33,75.3,0,996.2,39.2,581.11
01.12.2019,15:22,289,312,25,12677.56,6.3,32,75.9,0,996.3,39.3,581.11
01.12.2019,15:37,228,242,24.9,9673.524,6.2,31,76.5,0,996.3,39.3,581.11
01.12.2019,15:52,174,183,24.8,7101.142,6,31,77.1,0,996.4,39.4,581.11
01.12.2019,16:07,129,136,24.6,5020.36,5.8,30,77.7,0,996.5,39.5,581.11
01.12.2019,16:22,69,70,24.4,2277.407,5.7,29,78.4,0,996.7,39.5,581.11
01.12.2019,16:37,42,41,24.1,1169.005,5.7,28,79.2,0,996.9,39.5,581.11
01.12.2019,16:52,20,19,23.8,365.348,5.6,27,79.9,0,997.1,39.5,581.11
01.12.2019,17:07,5,5,23.5,0,5.6,25,80.6,0,997.3,39.5,581.11
01.12.2019,17:22,0,0,23.3,0,5.4,22,80.8,0,997.6,39.3,581.11
01.12.2019,17:37,0,0,23.1,0,5.2,18,81.1,0,997.8,39.1,581.11
01.12.2019,17:52,0,0,22.8,0,5.1,14,81.3,0,998.1,38.8,581.11
01.12.2019,18:07,0,0,22.7,0,5,10,81.6,0,998.3,38.7,581.11
01.12.2019,18:22,0,0,22.5,0,5,10,82,0,998.3,38.6,581.11
01.12.2019,18:37,0,0,22.4,0,5,9,82.4,0,998.3,38.5,581.11
01.12.2019,18:52,0,0,22.3,0,5,9,82.8,0,998.3,38.4,581.11
01.12.2019,19:07,0,0,22.3,0,5,9,83.3,0,998.3,38.3,581.11
01.12.2019,19:22,0,0,22.1,0,4.8,8,83.8,0,998.3,37.9,581.11
01.12.2019,19:37,0,0,22,0,4.6,6,84.4,0,998.3,37.4,581.11
01.12.2019,19:52,0,0,21.9,0,4.5,5,85,0,998.4,36.9,581.11
01.12.2019,20:07,0,0,21.7,0,4.3,4,85.6,0,998.4,36.5,581.11
01.12.2019,20:22,0,0,21.6,0,4.2,360,85.7,0,998.4,36.2,581.11
01.12.2019,20:37,0,0,21.5,0,4.1,355,85.7,0,998.4,36,581.11
01.12.2019,20:52,0,0,21.5,0,4.1,351,85.8,0,998.4,35.9,581.11
01.12.2019,21:07,0,0,21.4,0,4.1,346,85.8,0,998.4,35.7,581.11
01.12.2019,21:22,0,0,21.3,0,4,343,85.8,0,998.4,35.7,581.11
01.12.2019,21:37,0,0,21.3,0,3.9,340,85.7,0,998.5,35.7,581.11
01.12.2019,21:52,0,0,21.2,0,3.8,337,85.6,0,998.6,35.7,581.11
01.12.2019,22:07,0,0,21.2,0,3.8,334,85.5,0,998.6,35.7,581.11
01.12.2019,22:22,0,0,21.2,0,3.8,333,85.5,0,998.6,35.8,581.11
01.12.2019,22:37,0,0,21.1,0,3.8,333,85.5,0,998.6,35.9,581.11
01.12.2019,22:52,0,0,21.1,0,3.8,332,85.4,0,998.6,36,581.11
01.12.2019,23:07,0,0,21.1,0,3.8,331,85.4,0,998.6,36.2,581.11
01.12.2019,23:22,0,0,21.1,0,3.8,333,85,0,998.5,36.3,581.11
01.12.2019,23:37,0,0,21,0,3.7,335,84.6,0,998.5,36.5,581.11
01.12.2019,23:52,0,0,21,0,3.7,337,84.2,0,998.4,36.7,581.11
02.12.2019,00:07,0,0,21,0,3.7,339,83.8,0,998.4,36.9,581.11
02.12.2019,00:22,0,0,21,0,3.8,339,83.4,0,998.2,37.2,581.11
02.12.2019,00:37,0,0,20.9,0,3.9,340,83.1,0,998,37.4,581.11
02.12.2019,00:52,0,0,20.9,0,4,340,82.7,0,997.8,37.7,581.11
02.12.2019,01:07,0,0,20.9,0,4.1,341,82.4,0,997.6,37.9,581.11
02.12.2019,01:22,0,0,20.8,0,4.1,340,82.2,0,997.6,37.9,581.11
02.12.2019,01:37,0,0,20.8,0,4,340,82,0,997.5,38,581.11
02.12.2019,01:52,0,0,20.7,0,3.9,340,81.8,0,997.5,38,581.11
02.12.2019,02:07,0,0,20.7,0,3.9,340,81.6,0,997.4,38,581.11
02.12.2019,02:22,0,0,20.7,0,3.9,341,81.4,0,997.2,38.1,581.11
02.12.2019,02:37,0,0,20.7,0,4,341,81.3,0,997,38.3,581.11
02.12.2019,02:52,0,0,20.7,0,4.1,342,81.1,0,996.8,38.5,581.11
02.12.2019,03:07,0,0,20.7,0,4.2,342,80.9,0,996.6,38.7,581.11
02.12.2019,03:22,0,0,20.8,0,4.3,342,80.3,0,996.8,39,581.11
02.12.2019,03:37,0,0,20.9,0,4.3,342,79.7,0,997,39.3,581.11
02.12.2019,03:52,0,0,21.1,0,4.4,342,79.1,0,997.2,39.6,581.11
02.12.2019,04:07,0,0,21.2,0,4.5,342,78.5,0,997.4,39.9,581.11
02.12.2019,04:22,0,0,21.3,0,4.5,343,78.2,0,997.4,40,581.11
02.12.2019,04:37,0,0,21.5,0,4.5,344,77.9,0,997.4,40,581.11
02.12.2019,04:52,0,0,21.6,0,4.4,345,77.6,0,997.3,40,581.11
02.12.2019,05:07,0,0,21.7,0,4.4,347,77.3,0,997.3,40,581.11
02.12.2019,05:22,0,0,21.7,0,4.4,348,77.5,0,997.6,39.9,581.11
02.12.2019,05:37,0,0,21.8,0,4.4,348,77.8,0,997.9,39.9,581.11
02.12.2019,05:52,4,4,21.8,0,4.4,349,78.1,0,998.1,39.9,581.11
02.12.2019,06:07,22,23,21.8,402.413,4.4,350,78.4,0,998.4,40,581.11
02.12.2019,06:22,56,60,21.8,1520.868,4.4,351,79.4,0,998.4,40.1,581.11
02.12.2019,06:37,93,101,21.8,3346.796,4.3,353,80.4,0,998.4,40.3,581.11
02.12.2019,06:52,133,144,21.8,5189.33,4.3,354,81.4,0,998.3,40.4,581.11
02.12.2019,07:07,182,196,21.9,7545.38,4.3,355,82.5,0,998.4,40.5,581.11
02.12.2019,07:22,242,259,21.9,10365.267,4.3,356,82.9,0,998.6,40.3,581.11
02.12.2019,07:37,288,307,22.1,12559.232,4.4,356,83.4,0,998.8,40,581.11
02.12.2019,07:52,321,339,22.2,14006.068,4.5,356,83.8,0,999.1,39.8,581.11
02.12.2019,08:07,348,365,22.4,15198.734,4.6,357,84.2,0,999.3,39.5,581.11
02.12.2019,08:22,368,385,22.8,16056.038,4.9,2,83.4,0,999.4,39.5,581.11
02.12.2019,08:37,395,413,23.3,17250.012,5.3,7,82.6,0,999.3,39.5,581.11
02.12.2019,08:52,430,449,23.7,18775.316,5.8,11,81.8,0,999.3,39.6,581.11
02.12.2019,09:07,468,488,24.1,20365.188,6.2,14,81,0,999.3,39.7,581.11
02.12.2019,09:22,508,530,24.3,22035.238,6.3,15,80.9,0,999.3,40,581.11
02.12.2019,09:37,535,558,24.4,23161.576,6.4,16,80.9,0,999.3,40.2,581.11
02.12.2019,09:52,551,574,24.4,23756.428,6.5,17,80.9,0,999.3,40.5,581.11
02.12.2019,10:07,561,584,24.5,24148.934,6.5,18,81,0,999.3,40.7,581.11
02.12.2019,10:22,566,589,24.5,24343.725,7,19,80.9,0,999.3,40.9,581.11
02.12.2019,10:37,574,598,24.6,24668.35,7.4,19,80.8,0,999.4,41.1,581.11
02.12.2019,10:52,586,610,24.7,25121.252,7.9,20,80.8,0,999.5,41.3,581.11
02.12.2019,11:07,598,623,24.7,25623.494,8.3,21,80.7,0,999.5,41.5,581.11
02.12.2019,11:22,612,638,24.8,26180.064,8.6,20,80.8,0,999.5,41.8,581.11
02.12.2019,11:37,609,635,24.8,26072.16,9,20,80.9,0,999.4,42.1,581.11
02.12.2019,11:52,591,615,24.7,25298.406,9.3,20,81,0,999.3,42.4,581.11
02.12.2019,12:07,565,588,24.7,24232.762,9.6,19,81.2,0,999.3,42.7,581.11
02.12.2019,12:22,532,554,24.4,22881.039,9.4,20,82.4,0,999,43.1,581.11
02.12.2019,12:37,512,532,24.1,22047.432,9.2,20,83.5,0,998.8,43.4,581.11
02.12.2019,12:52,503,524,23.7,21743.467,9,21,84.7,0,998.5,43.7,581.11
02.12.2019,13:07,497,518,23.4,21527.01,8.8,21,85.9,0,998.3,44,581.11
02.12.2019,13:22,493,514,23.2,21391.52,8.8,21,86.5,0,998.1,44,581.11
02.12.2019,13:37,472,492,23,20499.713,8.9,21,87,0,997.9,43.9,581.11
02.12.2019,13:52,433,447,22.8,18689.633,8.9,20,87.6,0.2,997.7,43.8,581.11
02.12.2019,14:07,391,404,22.7,16880.355,9,20,88.1,0.2,997.6,43.7,581.11
02.12.2019,14:22,347,358,22.7,14912.379,8.8,20,88,0.2,997.5,43.6,581.11
02.12.2019,14:37,307,317,22.6,13127.989,8.6,19,87.9,0.2,997.4,43.5,581.11
02.12.2019,14:52,272,280,22.6,11538.292,8.4,19,87.9,0.2,997.4,43.4,581.11
02.12.2019,15:07,238,244,22.6,9958.961,8.2,19,87.8,0.2,997.3,43.3,581.11
02.12.2019,15:22,203,209,22.5,8391.671,8.2,18,87.8,0.2,997.3,43.1,581.11
02.12.2019,15:37,172,177,22.4,6972.484,8.2,18,87.8,0.2,997.3,43,581.11
02.12.2019,15:52,144,148,22.3,5705.445,8.3,18,87.8,0.2,997.3,42.8,581.11
02.12.2019,16:07,117,121,22.3,4487.469,8.3,17,87.8,0.2,997.3,42.5,581.11
02.12.2019,16:22,91,95,22.2,3325.881,8.4,18,87.6,0.2,997.6,42.1,581.11
02.12.2019,16:37,62,65,22.2,2082.634,8.4,18,87.5,0.2,997.8,41.7,581.11
02.12.2019,16:52,31,32,22.1,778.896,8.3,18,87.4,0.2,998.1,41.3,581.11
02.12.2019,17:07,12,12,22.1,142.328,8.3,19,87.3,0.2,998.3,40.8,581.11
02.12.2019,17:22,0,0,22,0,8.1,18,87.2,0.2,998.4,40.3,581.11
02.12.2019,17:37,0,0,21.9,0,7.8,16,87.2,0.2,998.4,39.7,581.11
02.12.2019,17:52,0,0,21.8,0,7.6,15,87.1,0.1,998.4,39.2,581.11
02.12.2019,18:07,0,0,21.7,0,7.3,14,87,0.1,998.4,38.8,581.11
02.12.2019,18:22,0,0,21.6,0,7.2,13,87,0.1,998.6,38.5,581.11
02.12.2019,18:37,0,0,21.5,0,7,11,87,0.1,998.8,38.3,581.11
02.12.2019,18:52,0,0,21.4,0,6.9,10,87,0.1,999.1,38,581.11
02.12.2019,19:07,0,0,21.3,0,6.8,9,87,0.1,999.4,37.7,581.11
02.12.2019,19:22,0,0,21.3,0,6.8,8,86.9,0.1,999.6,37.3,581.11
02.12.2019,19:37,0,0,21.2,0,6.9,8,86.8,0.1,999.9,36.8,581.11
02.12.2019,19:52,0,0,21.2,0,7,8,86.7,0,1000.2,36.3,581.11
02.12.2019,20:07,0,0,21.1,0,7,8,86.6,0,1000.4,36,581.11
02.12.2019,20:22,0,0,21.1,0,7,7,86.6,0,1000.5,36,581.11
02.12.2019,20:37,0,0,21,0,7,7,86.6,0,1000.5,36.2,581.11
02.12.2019,20:52,0,0,21,0,6.9,6,86.6,0,1000.6,36.5,581.11
02.12.2019,21:07,0,0,20.9,0,6.9,6,86.6,0,1000.6,36.7,581.11
02.12.2019,21:22,0,0,20.9,0,6.7,6,86.7,0,1000.7,37,581.11
02.12.2019,21:37,0,0,20.8,0,6.6,6,86.9,0,1000.7,37.3,581.11
02.12.2019,21:52,0,0,20.8,0,6.5,5,87,0,1000.7,37.5,581.11
02.12.2019,22:07,0,0,20.8,0,6.3,5,87.2,0,1000.7,37.7,581.11
02.12.2019,22:22,0,0,20.8,0,6.4,5,87.2,0,1000.7,37.8,581.11
02.12.2019,22:37,0,0,20.8,0,6.4,5,87.1,0,1000.7,37.8,581.11
02.12.2019,22:52,0,0,20.8,0,6.5,5,87.1,0,1000.7,37.7,581.11
02.12.2019,23:07,0,0,20.8,0,6.5,5,87,0,1000.7,37.5,581.11
02.12.2019,23:22,0,0,20.8,0,6.5,5,86.9,0,1000.6,36.9,581.11
02.12.2019,23:37,0,0,20.9,0,6.5,5,86.8,0,1000.5,36.2,581.11
02.12.2019,23:52,0,0,20.9,0,6.5,4,86.7,0,1000.5,35.4,581.11
03.12.2019,00:07,0,0,20.9,0,6.4,4,86.6,0,1000.4,34.5,581.11
03.12.2019,00:22,0,0,20.8,0,6.3,2,86.5,0,1000.2,33.4,581.11
03.12.2019,00:37,0,0,20.7,0,6.1,1,86.4,0,999.9,32.4,581.11
03.12.2019,00:52,0,0,20.5,0,5.9,359,86.4,0,999.7,31.4,581.11
03.12.2019,01:07,0,0,20.4,0,5.8,358,86.3,0,999.4,30.5,581.11
03.12.2019,01:22,0,0,20.3,0,5.6,356,86.6,0,999.2,30.4,581.11
03.12.2019,01:37,0,0,20.2,0,5.4,355,86.8,0,998.9,30.4,581.11
03.12.2019,01:52,0,0,20.1,0,5.3,353,87,0,998.7,30.5,581.11
03.12.2019,02:07,0,0,20,0,5.1,351,87.3,0,998.4,30.8,581.11
03.12.2019,02:22,0,0,19.9,0,5.1,350,87.5,0,998.2,31.3,581.11
03.12.2019,02:37,0,0,19.8,0,5.1,349,87.7,0,997.9,31.8,581.11
03.12.2019,02:52,0,0,19.7,0,5,348,87.8,0,997.7,32.3,581.11
03.12.2019,03:07,0,0,19.7,0,5,347,88,0,997.4,32.7,581.11
03.12.2019,03:22,0,0,19.7,0,5,347,87.9,0,997.4,32.8,581.11
03.12.2019,03:37,0,0,19.7,0,5,347,87.8,0,997.4,32.8,581.11
03.12.2019,03:52,0,0,19.7,0,5,348,87.6,0,997.4,32.7,581.11
03.12.2019,04:07,0,0,19.8,0,5,348,87.5,0,997.4,32.7,581.11
03.12.2019,04:22,0,0,19.8,0,5,349,87.3,0,997.5,32.7,581.11
03.12.2019,04:37,0,0,19.9,0,5.1,350,87,0,997.5,32.8,581.11
03.12.2019,04:52,0,0,20,0,5.1,352,86.7,0,997.5,32.9,581.11
03.12.2019,05:07,0,0,20.1,0,5.2,353,86.5,0,997.6,32.9,581.11
03.12.2019,05:22,0,0,20.1,0,5.2,355,86.6,0,997.8,32.9,581.11
03.12.2019,05:37,0,0,20.2,0,5.3,357,86.6,0,998,32.8,581.11
03.12.2019,05:52,4,4,20.2,0,5.4,359,86.7,0,998.2,32.8,581.11
03.12.2019,06:07,21,20,20.2,461.16,5.5,0,86.8,0,998.4,32.7,581.11
03.12.2019,06:22,63,71,20.3,1706.269,5.6,1,86.7,0,998.6,32.7,581.11
03.12.2019,06:37,103,114,20.5,3778.613,5.8,3,86.6,0,998.8,32.7,581.11
03.12.2019,06:52,144,158,20.6,5727.841,5.9,4,86.5,0,999,32.8,581.11
03.12.2019,07:07,191,207,20.8,7984.413,6,5,86.4,0,999.2,32.7,581.11
03.12.2019,07:22,243,262,21,10494.502,6.4,6,85.7,0,999.3,32.5,581.11
03.12.2019,07:37,294,315,21.3,12901.788,6.8,8,85,0,999.4,32.2,581.11
03.12.2019,07:52,342,366,21.6,15189.25,7.2,10,84.3,0,999.5,31.9,581.11
03.12.2019,08:07,394,420,21.9,17562.758,7.5,11,83.6,0,999.6,31.5,581.11
03.12.2019,08:22,448,477,22.1,20018.932,7.7,10,82.5,0,999.8,31,581.11
03.12.2019,08:37,491,522,22.4,21903.311,7.8,10,81.4,0,1000,30.5,581.11
03.12.2019,08:52,523,554,22.6,23230.953,7.9,9,80.2,0,1000.2,30.1,581.11
03.12.2019,09:07,547,579,22.8,24207.695,8,9,79.1,0,1000.3,29.7,581.11
03.12.2019,09:22,563,595,23,24848.209,8.1,9,77.9,0,1000.4,29.8,581.11
03.12.2019,09:37,590,624,23.2,26000.166,8.2,10,76.8,0,1000.4,30,581.11
03.12.2019,09:52,629,666,23.4,27653.934,8.3,11,75.6,0,1000.3,30.2,581.11
03.12.2019,10:07,672,715,23.5,29552.504,8.3,12,74.5,0,1000.3,30.5,581.11
03.12.2019,10:22,717,764,23.6,31387.076,8.4,13,74.5,0,1000.1,30.9,581.11
03.12.2019,10:37,745,794,23.7,32529.518,8.6,14,74.5,0,999.9,31.2,581.11
03.12.2019,10:52,757,807,23.8,33000.832,8.7,15,74.5,0,999.7,31.5,581.11
03.12.2019,11:07,766,817,23.9,33356.414,8.8,16,74.5,0,999.5,31.7,581.11
03.12.2019,11:22,773,824,23.9,33598.727,8.8,16,74.4,0,999.3,31.7,581.11
03.12.2019,11:37,763,814,24,33193.715,8.9,16,74.4,0,999,31.7,581.11
03.12.2019,11:52,738,782,24.1,31972.836,8.9,16,74.3,0,998.8,31.6,581.11
03.12.2019,12:07,705,746,24.1,30594.195,8.9,17,74.1,0,998.5,31.5,581.11
03.12.2019,12:22,663,702,24.2,28878.465,9,17,73.7,0,998.3,31.6,581.11
03.12.2019,12:37,634,671,24.2,27676.148,9.1,18,73.3,0,998,31.6,581.11
03.12.2019,12:52,618,654,24.2,27006.508,9.1,19,72.9,0,997.7,31.7,581.11
03.12.2019,13:07,603,639,24.2,26398.736,9.2,20,72.6,0,997.5,31.7,581.11
03.12.2019,13:22,589,625,24.2,25861.035,9.2,20,73.1,0,997.4,31.8,581.11
03.12.2019,13:37,568,603,24.1,25021.738,9.2,19,73.7,0,997.4,31.8,581.11
03.12.2019,13:52,540,574,23.9,23871.154,9.2,19,74.3,0,997.3,31.8,581.11
03.12.2019,14:07,509,543,23.8,22620.256,9.2,19,74.9,0,997.3,31.8,581.11
03.12.2019,14:22,477,510,23.7,21263.723,9,19,75.1,0,997.1,31.8,581.11
03.12.2019,14:37,439,470,23.6,19616.055,8.9,20,75.4,0,996.9,31.8,581.11
03.12.2019,14:52,395,424,23.5,17669.525,8.8,20,75.6,0,996.7,31.8,581.11
03.12.2019,15:07,351,379,23.4,15681.914,8.6,21,75.8,0,996.5,31.7,581.11
03.12.2019,15:22,307,333,23.3,13653.442,8.4,21,76.4,0,996.5,31.6,581.11
03.12.2019,15:37,262,286,23.1,11567.365,8.2,20,76.9,0,996.5,31.5,581.11
03.12.2019,15:52,217,239,22.9,9424.653,8,20,77.5,0,996.5,31.4,581.11
03.12.2019,16:07,169,190,22.7,7132.575,7.8,20,78.1,0,996.5,31.3,581.11
03.12.2019,16:22,119,139,22.5,4807.82,7.6,19,78.7,0,996.8,31.1,581.11
03.12.2019,16:37,77,94,22.2,2853.775,7.3,18,79.4,0,997.1,31,581.11
03.12.2019,16:52,45,57,22,1130.835,7.1,17,80,0,997.3,30.8,581.11
03.12.2019,17:07,16,16,21.7,327.212,6.9,16,80.6,0,997.6,30.7,581.11
03.12.2019,17:22,0,0,21.6,0,6.8,14,80.7,0,997.8,30.7,581.11
03.12.2019,17:37,0,0,21.4,0,6.6,12,80.8,0,998.1,30.7,581.11
03.12.2019,17:52,0,0,21.2,0,6.4,10,80.9,0,998.4,30.6,581.11
03.12.2019,18:07,0,0,21.1,0,6.3,9,81,0,998.6,30.5,581.11
03.12.2019,18:22,0,0,21,0,6.2,8,81.2,0,999.1,30.3,581.11
03.12.2019,18:37,0,0,20.9,0,6.1,7,81.4,0,999.5,30,581.11
03.12.2019,18:52,0,0,20.8,0,6.1,6,81.7,0,1000,29.8,581.11
03.12.2019,19:07,0,0,20.8,0,6,5,81.9,0,1000.4,29.5,581.11
03.12.2019,19:22,0,0,20.7,0,6,4,82.1,0,1000.7,29.4,581.11
03.12.2019,19:37,0,0,20.6,0,5.9,3,82.4,0,1001,29.4,581.11
03.12.2019,19:52,0,0,20.6,0,5.9,3,82.6,0,1001.2,29.4,581.11
03.12.2019,20:07,0,0,20.5,0,5.9,2,82.8,0,1001.4,29.4,581.11
03.12.2019,20:22,0,0,20.4,0,5.6,0,83.1,0,1001.4,29.4,581.11
03.12.2019,20:37,0,0,20.3,0,5.4,359,83.4,0,1001.4,29.5,581.11
03.12.2019,20:52,0,0,20.3,0,5.1,357,83.7,0,1001.4,29.6,581.11
03.12.2019,21:07,0,0,20.2,0,4.9,355,84,0,1001.4,29.8,581.11
03.12.2019,21:22,0,0,20.1,0,4.8,353,84.3,0,1001.5,30,581.11
03.12.2019,21:37,0,0,20,0,4.7,352,84.7,0,1001.5,30.2,581.11
03.12.2019,21:52,0,0,19.9,0,4.7,350,85.1,0,1001.5,30.4,581.11
03.12.2019,22:07,0,0,19.7,0,4.6,349,85.5,0,1001.5,30.5,581.11
03.12.2019,22:22,0,0,19.6,0,4.5,348,85.6,0,1001.2,30.6,581.11
03.12.2019,22:37,0,0,19.5,0,4.4,346,85.6,0,1001,30.7,581.11
03.12.2019,22:52,0,0,19.4,0,4.3,345,85.6,0,1000.7,30.7,581.11
03.12.2019,23:07,0,0,19.4,0,4.2,343,85.6,0,1000.5,30.8,581.11
03.12.2019,23:22,0,0,19.6,0,4.3,343,84.6,0,1000.4,30.8,581.11
03.12.2019,23:37,0,0,19.8,0,4.3,344,83.5,0,1000.4,30.8,581.11
03.12.2019,23:52,0,0,20,0,4.4,344,82.4,0,1000.4,30.9,581.11
04.12.2019,00:07,0,0,20.2,0,4.5,345,81.3,0,1000.4,31,581.11
04.12.2019,00:22,0,0,20.3,0,4.5,347,81.3,0,1000.2,31.1,581.11
04.12.2019,00:37,0,0,20.3,0,4.5,350,81.3,0,1000.1,31.3,581.11
04.12.2019,00:52,0,0,20.4,0,4.6,352,81.4,0,999.8,31.4,581.11
04.12.2019,01:07,0,0,20.4,0,4.6,354,81.4,0,999.7,31.5,581.11
04.12.2019,01:22,0,0,20.4,0,4.7,355,81.8,0,999.6,31.4,581.11
04.12.2019,01:37,0,0,20.3,0,4.8,356,82.3,0,999.5,31.2,581.11
04.12.2019,01:52,0,0,20.3,0,4.9,357,82.7,0,999.5,30.9,581.11
04.12.2019,02:07,0,0,20.3,0,5,358,83.2,0,999.4,30.7,581.11
04.12.2019,02:22,0,0,20.3,0,5.1,360,83.6,0,999.2,30.7,581.11
04.12.2019,02:37,0,0,20.2,0,5.2,1,84,0,999,30.7,581.11
04.12.2019,02:52,0,0,20.2,0,5.3,3,84.5,0,998.8,30.7,581.11
04.12.2019,03:07,0,0,20.2,0,5.4,5,84.9,0,998.7,30.7,581.11
04.12.2019,03:22,0,0,20.3,0,5.6,5,85,0,998.6,30.7,581.11
04.12.2019,03:37,0,0,20.3,0,5.8,6,85.2,0,998.6,30.6,581.11
04.12.2019,03:52,0,0,20.3,0,6,6,85.3,0,998.6,30.4,581.11
04.12.2019,04:07,0,0,20.4,0,6.3,7,85.4,0,998.6,30.3,581.11
04.12.2019,04:22,0,0,20.3,0,6.3,6,85.5,0,998.6,30.1,581.11
04.12.2019,04:37,0,0,20.3,0,6.3,6,85.6,0,998.6,29.8,581.11
04.12.2019,04:52,0,0,20.2,0,6.3,5,85.7,0,998.6,29.5,581.11
04.12.2019,05:07,0,0,20.1,0,6.3,5,85.7,0,998.7,29.2,581.11
04.12.2019,05:22,0,0,20,0,6.3,4,85.6,0,998.9,28.8,581.11
04.12.2019,05:37,0,0,20,0,6.3,3,85.5,0,999.1,28.3,581.11
04.12.2019,05:52,11,11,19.9,116.933,6.4,3,85.4,0,999.4,27.9,581.11
04.12.2019,06:07,26,26,19.9,708.914,6.4,2,85.3,0,999.6,27.5,581.11
04.12.2019,06:22,71,84,20,1915.676,6.4,1,85.2,0,999.8,27.2,581.11
04.12.2019,06:37,90,107,20,3253.247,6.4,1,85.1,0,1000,27,581.11
04.12.2019,06:52,90,106,20.1,3356.371,6.4,0,85,0,1000.2,26.7,581.11
04.12.2019,07:07,149,154,20.3,5939.189,6.4,360,84.8,0,1000.4,26.5,581.11
04.12.2019,07:22,193,200,20.5,7995.17,6.4,1,83.9,0,1000.6,26.2,581.11
04.12.2019,07:37,237,245,20.8,9992.926,6.4,2,82.9,0,1000.8,25.9,581.11
04.12.2019,07:52,279,288,21,11919.147,6.5,3,81.9,0,1001,25.6,581.11
04.12.2019,08:07,326,339,21.3,14145.881,6.6,5,80.8,0,1001.2,25.3,581.11
04.12.2019,08:22,377,394,21.6,16513.773,6.8,5,79.5,0,1001.3,25.1,581.11
04.12.2019,08:37,424,443,21.8,18605.83,7,6,78.2,0,1001.3,24.9,581.11
04.12.2019,08:52,465,486,22.1,20422.611,7.2,6,76.9,0,1001.4,24.8,581.11
04.12.2019,09:07,507,534,22.3,22398.008,7.4,6,75.6,0,1001.4,24.7,581.11
04.12.2019,09:22,549,579,22.5,24237.607,7.4,6,74.7,0,1001.2,24.8,581.11
04.12.2019,09:37,588,621,22.7,25898.785,7.4,5,73.7,0,1001,25,581.11
04.12.2019,09:52,623,659,22.8,27385.732,7.4,5,72.7,0,1000.8,25.3,581.11
04.12.2019,10:07,664,702,23,29106.742,7.4,5,71.8,0,1000.6,25.5,581.11
04.12.2019,10:22,710,757,23.1,31222.34,7.7,6,71.7,0,1000.5,25.8,581.11
04.12.2019,10:37,742,793,23.2,32584.252,8,7,71.6,0,1000.4,26.1,581.11
04.12.2019,10:52,761,813,23.3,33363.113,8.2,9,71.5,0,1000.2,26.3,581.11
